Category,Package,Type,Severity/Prob,Status,File Path,Line,AI Summary,Rule Key
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,378,"Nguyên nhân: Mã JavaScript sử dụng ký tự thoát \ (backslash) để biểu diễn một ký tự thông thường mà không phải là ký tự đặc biệt cần thoát.
Cách khắc phục: Loại bỏ ký tự thoát thừa (\ ) khỏi chuỗi ký tự, chuỗi template hoặc biểu thức chính quy.",javascript:S6535
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,403,"Nguyên nhân: Mã JavaScript sử dụng ký tự thoát \ (backslash) để biểu diễn một ký tự thông thường mà không phải là ký tự đặc biệt cần thoát.
Cách khắc phục: Loại bỏ ký tự thoát thừa (\ ) khỏi chuỗi ký tự, chuỗi template hoặc biểu thức chính quy.",javascript:S6535
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,404,"Nguyên nhân: Mã JavaScript sử dụng ký tự thoát \ (backslash) để biểu diễn một ký tự thông thường mà không phải là ký tự đặc biệt cần thoát.
Cách khắc phục: Loại bỏ ký tự thoát thừa (\ ) khỏi chuỗi ký tự, chuỗi template hoặc biểu thức chính quy.",javascript:S6535
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,485,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,486,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,487,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,532,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,533,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,534,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,550,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,551,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,552,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,695,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,726,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,727,"Nguyên nhân: Văn bản trên trang web không đạt tỷ lệ tương phản màu tối thiểu theo WCAG AA (4.5:1 cho chữ thường, 3:1 cho chữ lớn), khiến nội dung khó đọc đối với người dùng có thị lực kém hoặc trong điều kiện ánh sáng không lý tưởng.
Cách khắc phục: Sử dụng công cụ kiểm tra độ tương phản để đo lường và điều chỉnh cặp màu nền/chữ, đảm bảo đạt tỷ lệ tối thiểu 4.5:1 (hoặc 3:1 cho chữ lớn) theo tiêu chuẩn WCAG AA.",css:S7924
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,976,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,875,"Nguyên nhân: Chuỗi ký tự lặp lại làm phức tạp quá trình tái cấu trúc mã.
Cách khắc phục: Sử dụng hằng số để thay thế các chuỗi ký tự lặp lại.",python:S1192
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,1349,"Nguyên nhân: Chuỗi ký tự lặp lại làm phức tạp quá trình tái cấu trúc mã.
Cách khắc phục: Sử dụng hằng số để thay thế các chuỗi ký tự lặp lại.",python:S1192
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,test_score_api.py,16,"Nguyên nhân: Phát hiện thông tin bí mật (API key) trong file mã nguồn, gây nguy cơ bị truy cập trái phép.
Cách khắc phục: Loại bỏ key khỏi file, lưu trữ an toàn bằng biến môi trường và thu hồi key cũ.",external_betterleaks (MegaLinter REPOSITORY_BETTERLEAKS):generic-api-key
Mã nguồn & Cấu hình,,SECURITY,BLOCKER,OPEN,test_score_api.py,17,"Nguyên nhân: Phát hiện thông tin bí mật (API key) trong file mã nguồn, gây nguy cơ bị truy cập trái phép.
Cách khắc phục: Loại bỏ key khỏi file, lưu trữ an toàn bằng biến môi trường và thu hồi key cũ.",external_betterleaks (MegaLinter REPOSITORY_BETTERLEAKS):generic-api-key
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,test_score_api.py,19,"Nguyên nhân: URL không an toàn được sử dụng trong mã nguồn.
Cách khắc phục: Thay thế URL không an toàn bằng URL an toàn.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS137138
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,1282,"Nguyên nhân: Sử dụng hàm băm MD5 yếu cho bảo mật.
Cách khắc phục: Xem xét sử dụng usedforsecurity=False.",external_bandit:B324
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,1282,"Nguyên nhân: Thuật toán băm yếu hoặc bị lỗi được sử dụng.
Cách khắc phục: Thay thế bằng thuật toán băm mạnh hơn như SHA-256.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126858
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,1282,"Nguyên nhân: Phát hiện thuật toán băm MD5 không an toàn.
Cách khắc phục: Thay thế MD5 bằng SHA256 hoặc SHA3.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,618,"Nguyên nhân: Chuỗi ký tự lặp lại làm phức tạp quá trình tái cấu trúc mã.
Cách khắc phục: Sử dụng hằng số để thay thế các chuỗi ký tự lặp lại.",python:S1192
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,1037,"Nguyên nhân: Phát hiện thuật toán băm MD5 không an toàn.
Cách khắc phục: Thay thế MD5 bằng SHA256 hoặc SHA3.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,1037,"Nguyên nhân: Thuật toán băm yếu hoặc bị lỗi được sử dụng.
Cách khắc phục: Thay thế bằng thuật toán băm mạnh hơn như SHA-256.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126858
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,1037,"Nguyên nhân: Sử dụng hàm băm MD5 yếu cho bảo mật.
Cách khắc phục: Xem xét sử dụng usedforsecurity=False.",external_bandit:B324
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,1070,"Nguyên nhân: Chuỗi ký tự lặp lại làm phức tạp quá trình tái cấu trúc mã.
Cách khắc phục: Sử dụng hằng số để thay thế các chuỗi ký tự lặp lại.",python:S1192
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,1072,"Nguyên nhân: Chuỗi ký tự lặp lại làm phức tạp quá trình tái cấu trúc mã.
Cách khắc phục: Sử dụng hằng số để thay thế các chuỗi ký tự lặp lại.",python:S1192
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,843,"Nguyên nhân: Phát hiện thuật toán băm MD5 không an toàn.
Cách khắc phục: Thay thế MD5 bằng SHA256 hoặc SHA3.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,843,"Nguyên nhân: Thuật toán băm yếu hoặc bị lỗi được sử dụng.
Cách khắc phục: Thay thế bằng thuật toán băm mạnh hơn như SHA-256.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126858
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,843,"Nguyên nhân: Sử dụng hàm băm MD5 yếu cho bảo mật.
Cách khắc phục: Xem xét sử dụng usedforsecurity=False.",external_bandit:B324
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,964,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,964,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,42,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,RELIABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,51,"Nguyên nhân: Phần tử nhãn <label> thiếu nội dung văn bản hoặc không được liên kết với phần tử điều khiển nào.
Cách khắc phục: Đảm bảo nhãn <label> bao bọc phần tử điều khiển hoặc có thuộc tính `for` (hoặc `htmlFor` trong JSX) trỏ tới `id` của phần tử điều khiển đó.",Web:S6853
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,439,"Nguyên nhân: Việc thực hiện phép gán giá trị bên trong một biểu thức phụ làm giảm độ rõ ràng và dễ gây hiểu lầm.
Cách khắc phục: Tách các phép gán ra thành câu lệnh riêng biệt để làm rõ hành động và tránh tạo hiệu ứng phụ không mong muốn.",javascript:S1121
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,frontend/src/components/CandidateReport.vue,440,"Nguyên nhân: Việc thực hiện phép gán giá trị bên trong một biểu thức phụ làm giảm độ rõ ràng và dễ gây hiểu lầm.
Cách khắc phục: Tách các phép gán ra thành câu lệnh riêng biệt để làm rõ hành động và tránh tạo hiệu ứng phụ không mong muốn.",javascript:S1121
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/api.py,722,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,722,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/job_matcher.py,7,"Nguyên nhân: Hàm có độ phức tạp nhận thức vượt ngưỡng quy định do chứa quá nhiều điều kiện phức tạp và lồng nhau sâu.
Cách khắc phục: Tách các điều kiện phức tạp thành hàm riêng, chia nhỏ hàm lớn thành các hàm đơn giản hơn, và xử lý các trường hợp ngoại lệ trước để trả về sớm nhằm giảm độ phức tạp.",python:S3776
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/job_matcher.py,144,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/job_matcher.py,144,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,49,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,48,"Nguyên nhân: : Mã bị chú thích làm phân tán sự tập trung và tăng độ phức tạp khi bảo trì.
Cách khắc phục: : Xóa mã bị chú thích và sử dụng lịch sử kiểm soát phiên bản để khôi phục khi cần.",python:S125
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,77,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,77,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,79,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,79,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,88,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,98,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,141,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,141,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,143,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,143,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,173,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,173,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,175,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,175,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,201,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,201,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,203,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,203,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,248,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,248,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/utils/activity_logger.py,250,"Nguyên nhân: Phát hiện Try, Except, Pass trong mã nguồn.
Cách khắc phục: Thay thế Pass bằng xử lý lỗi cụ thể.",external_bandit:B110
Mã nguồn & Cấu hình,,MAINTAINABILITY,HIGH,OPEN,ai_ats/utils/activity_logger.py,250,"Nguyên nhân: Không tái phát sinh ngoại lệ SystemExit có thể dẫn đến hành vi không mong muốn.
Cách khắc phục: Tái phát sinh ngoại lệ SystemExit và BaseException trong khối except.",python:S5754
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,frontend/src/utils/session.js,108,"Nguyên nhân: Username được ghi trực tiếp trong mã nguồn gây lộ thông tin nhạy cảm.
Cách khắc phục: Di chuyển username vào biến môi trường và đọc giá trị từ đó khi sử dụng.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):ajinabraham.njsscan.generic.hardcoded_secrets.node_username
Mã nguồn & Cấu hình,,MAINTAINABILITY,MEDIUM,OPEN,ai_ats/ai_ats/doctype/ai_job_match_result/ai_job_match_result.py,4,"Nguyên nhân: : Mã bị chú thích làm phân tán sự tập trung và tăng độ phức tạp khi bảo trì.
Cách khắc phục: : Xóa mã bị chú thích và sử dụng lịch sử kiểm soát phiên bản để khôi phục khi cần.",python:S125
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,586,"Nguyên nhân: Sử dụng hàm băm MD5 yếu cho bảo mật.
Cách khắc phục: Xem xét sử dụng usedforsecurity=False.",external_bandit:B324
Mã nguồn & Cấu hình,,SECURITY,HIGH,OPEN,ai_ats/api.py,586,"Nguyên nhân: Thuật toán băm yếu hoặc bị lỗi được sử dụng.
Cách khắc phục: Thay thế bằng thuật toán băm mạnh hơn như SHA-256.",external_devskim (MegaLinter REPOSITORY_DEVSKIM):DS126858
Mã nguồn & Cấu hình,,SECURITY,MEDIUM,OPEN,ai_ats/api.py,586,"Nguyên nhân: Phát hiện thuật toán băm MD5 không an toàn.
Cách khắc phục: Thay thế MD5 bằng SHA256 hoặc SHA3.",external_Semgrep OSS (MegaLinter REPOSITORY_SEMGREP):python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5
Lỗ hổng Thư viện (SCA),nanoid,SECURITY,HIGH,OPEN,frontend/package-lock.json,1019,"Nguyên nhân: Thư viện nanoid phiên bản 3.3.12 đang sử dụng có lỗ hổng vòng lặp vô hạn khi hàm customAlphabet hoặc customRandom được gọi với tham số kích thước bằng 0, khiến ứng dụng bị treo hoàn toàn.
Cách khắc phục: Nâng cấp nanoid lên phiên bản 3.3.17 hoặc mới hơn trong file frontend/package-lock.json bằng lệnh npm update nanoid hoặc sửa đổi trực tiếp phiên bản trong package.json rồi chạy npm install.",external_Trivy (MegaLinter REPOSITORY_TRIVY):CVE-2026-67213
